"","id","target"
"1",3,35.03024757036
"2",7,28.860045725006
"3",15,31.8753307100109
"4",17,30.1739453168026
"5",20,30.8357365249131
"6",22,30.4729900874536
"7",30,31.1968179941878
"8",33,30.539888872712
"9",34,29.7466026331529
"10",43,31.3130009183639
"11",50,31.2216566990043
"12",53,29.9040809027979
"13",56,30.5476215233814
"14",57,35.7646882748935
"15",58,30.9888885380585
"16",60,29.9632622198466
"17",64,30.7772200617299
"18",66,29.2787479048987
"19",67,31.7371654617358
"20",69,33.1349764153093
"21",71,43.8019507755353
"22",76,29.4409865397988
"23",80,30.2447098480165
"24",83,35.2967485260184
"25",88,34.4997915699821
"26",93,31.4914188553605
"27",101,30.2505812390676
"28",102,30.2596705465875
"29",112,33.8598068560542
"30",114,30.006913388599
"31",116,30.3414466680597
"32",122,30.400218880139
"33",123,30.9447525943769
"34",126,32.3538554458988
"35",130,31.0953682676054
"36",134,29.7203525247723
"37",139,31.4457943115221
"38",142,30.4034027895132
"39",149,31.5528909679806
"40",154,30.4118946278521
"41",160,31.6096596336466
"42",163,30.1716320562064
"43",164,29.8019980038375
"44",173,31.4807666267012
"45",177,30.4771796296205
"46",178,29.0392115603117
"47",180,29.2938364582764
"48",182,36.8035783145342
"49",187,35.2012009423886
"50",192,31.1297093295664
"51",193,31.2043028618932
"52",195,29.7274379879108
"53",197,34.602395266616
"54",199,30.3222667816572
"55",203,35.3716014507816
"56",205,30.5580164797821
"57",209,30.4600558901386
"58",210,30.8075820353879
"59",213,35.4090033100637
"60",219,29.9173232820034
"61",221,32.9868695878212
"62",228,36.8107482251743
"63",229,30.7578694887974
"64",232,30.3437236822015
"65",235,28.3578737128324
"66",240,30.5066827960617
"67",243,31.266162592108
"68",246,31.7006964997262
"69",247,33.3335616432377
"70",248,29.1970038732497
"71",263,31.4270259663946
"72",264,31.2609650587002
"73",275,30.4326057912727
"74",279,30.378726210571
"75",284,33.6050773717945
"76",286,30.1346716362393
"77",291,36.4944458494508
"78",299,31.7293982014645
"79",304,30.478679931766
"80",307,31.3577432493487
"81",309,34.9905822480302
"82",315,30.5020690832259
"83",323,30.8747449172407
"84",327,32.8041955063341
"85",328,30.3782213875914
"86",336,29.6175975412867
"87",346,32.0354960684103
"88",348,31.8916490492961
"89",351,30.7951392035316
"90",352,33.1314467574325
"91",358,31.3820168201391
"92",359,35.8175229025051
"93",360,30.8460844500849
"94",367,30.3138153334702
"95",370,31.8990482918456
"96",373,37.7662237845847
"97",378,29.672537433891
"98",385,30.0234395475202
"99",388,31.7264354696298
"100",390,30.0434898796872
"101",392,33.7657859639681
"102",399,30.1119207388857
"103",403,31.3139107521941
"104",407,30.668315507521
"105",409,30.3900015936031
"106",412,29.3556905326843
"107",414,33.6463573660214
"108",418,33.2169142324293
"109",419,33.7425100878636
"110",422,31.3741156215636
"111",433,30.9034019258186
"112",434,30.7885414713389
"113",440,31.5158212252271
"114",447,36.3638841409031
"115",448,30.140622940579
"116",450,39.3159424613741
"117",454,31.5877137190342
"118",456,29.81221031555
"119",459,30.5809568380131
"120",460,30.4762739608902
"121",463,31.0792127000087
"122",465,29.180468832665
"123",471,32.6097490497746
"124",476,30.4230690815911
"125",483,30.7172521678979
"126",487,30.2355690620788
"127",488,32.2002480994854
"128",491,28.7683471943838
"129",494,31.7652332446684
"130",496,30.4420248631971
"131",499,31.7851294026296
"132",504,30.3860846942045
"133",512,36.3862863765992
"134",518,29.8875779844012
"135",522,31.5254544111592
"136",524,28.4732140030903
"137",526,33.3466377251943
"138",528,31.2154740472312
"139",531,29.6678844707589
"140",534,31.2652629993748
"141",541,30.6454950185664
"142",554,30.9319924868777
"143",557,31.5482882546939
"144",558,29.949833003309
"145",561,31.9077010227307
